Raw_Turbidity,Raw_Colour,Raw_PH,PAC,KMnO4,ACD,Turbidity_class
32.3,348.0,6.55,2.5,0.52,0.65,low
155.4,500.0,7.54,5.5,0.26,0.27,low
29.5,199.0,7.58,3.0,0.28,0.25,medium
14.0,195.0,7.59,2.5,0.17,0.25,low
196.2,500.0,7.12,4.5,0.5,0.4,medium
55.1,350.0,6.81,4.0,0.5,0.35,high
22.7,160.0,7.38,3.0,0.11,0.2,low
29.1,310.0,6.91,2.5,0.45,0.4,medium
25.1,225.0,6.8,3.0,0.2,0.35,low
25.7,202.0,7.45,2.5,0.22,0.3,low
89.6,396.0,6.82,4.0,0.5,0.4,medium
101.1,420.0,6.88,3.5,0.65,0.3,high
20.0,500.0,7.45,1.5,0.19,0.25,low
57.3,500.0,6.65,4.0,0.6,0.25,high
80.9,500.0,7.7,3.0,0.17,0.25,low
58.1,420.0,6.91,3.5,0.3,0.4,high
21.9,317.0,6.6,3.5,0.3,0.35,low
38.3,190.0,7.49,2.0,0.28,0.3,low
228.0,500.0,6.89,3.0,0.45,0.75,high
102.3,500.0,6.82,4.5,0.5,0.75,medium
51.1,390.0,6.99,3.5,0.9,0.3,high
49.8,500.0,6.32,2.5,0.3,0.55,high
17.4,176.0,7.48,2.0,0.2,0.23,medium
24.9,299.0,7.01,2.5,0.25,0.35,high
69.5,482.0,7.25,5.0,0.4,0.75,high
78.0,496.0,6.49,2.5,0.2,0.65,medium
125.0,500.0,7.45,1.0,0.12,0.25,low
24.1,279.0,6.33,4.5,0.5,0.75,low
33.3,393.0,6.72,3.0,0.2,0.45,medium
46.1,356.0,6.72,5.0,0.7,0.3,high
24.9,299.0,7.01,3.0,0.25,0.35,medium
228.0,500.0,6.89,4.0,0.45,0.75,high
71.9,500.0,7.01,4.5,0.35,0.3,medium
223.0,500.0,6.89,5.0,0.35,0.75,high
22.5,180.0,7.52,2.0,0.11,0.15,low
21.0,169.0,7.52,2.5,0.17,0.25,low
48.9,447.0,6.57,4.0,0.25,0.5,medium
22.21,192.0,7.52,1.5,0.11,0.15,low
79.2,500.0,6.63,2.0,0.5,0.5,medium
24.9,299.0,7.01,4.0,0.25,0.35,medium
160.0,500.0,6.61,6.5,0.5,0.5,medium
35.4,190.0,7.52,1.0,0.27,0.25,low
32.6,389.0,7.12,3.0,0.5,0.65,medium
41.2,20.0,6.52,5.0,0.2,0.35,low
43.2,380.0,6.82,3.5,0.25,0.35,medium
255.0,500.0,7.5,3.0,0.12,0.32,low
55.0,172.0,7.46,2.0,0.5,0.75,low
32.3,199.0,7.4,0.5,0.2,0.15,low
50.8,500.0,6.2,5.0,0.35,0.75,high
20.8,289.0,6.89,2.0,0.15,0.3,medium
42.0,288.0,7.58,1.0,0.19,0.25,high
55.9,251.0,7.52,2.5,0.1,0.35,low
91.3,500.0,6.69,3.0,0.4,0.35,medium
26.4,334.0,6.48,2.0,0.52,0.65,medium
22.7,160.0,7.38,2.0,0.11,0.2,low
68.6,500.0,6.56,2.5,0.25,0.35,high
78.6,479.0,6.71,3.0,0.5,0.4,medium
460.0,500.0,6.99,7.5,0.51,0.75,medium
35.4,187.0,7.49,2.5,0.22,0.3,low
99.1,500.0,6.99,5.0,0.4,0.45,medium
112.6,500.0,6.98,4.0,0.6,0.3,medium
93.0,429.0,7.0,4.5,0.2,0.35,high
45.4,500.0,7.51,3.0,0.28,0.35,low
162.5,500.0,6.85,4.0,0.5,0.75,medium
32.9,296.0,7.15,5.0,0.4,0.75,medium
90.4,500.0,7.07,3.5,0.4,0.5,medium
102.6,500.0,6.95,3.5,0.55,0.25,high
39.8,192.0,7.25,1.0,0.15,0.2,medium
77.0,500.0,6.91,3.5,0.5,0.4,medium
87.2,478.0,6.6,4.0,0.5,0.75,medium
43.1,420.0,6.71,3.0,0.15,0.3,medium
425.2,500.0,6.52,4.5,0.7,0.4,high
25.2,130.0,7.55,1.0,0.12,0.16,low
23.1,120.0,7.53,2.0,0.1,0.15,low
30.1,300.0,6.9,2.5,0.5,0.5,high
210.0,500.0,6.99,2.0,0.75,0.4,high
32.6,342.0,6.81,5.5,0.65,0.3,high
62.1,500.0,7.01,4.5,0.3,0.45,medium
6.61,152.0,7.55,0.8,0.12,0.15,low
56.1,310.0,6.91,3.0,0.6,0.35,high
43.1,420.0,6.71,2.5,0.15,0.3,high
411.5,500.0,7.55,6.0,0.27,0.29,medium
14.11,142.0,7.52,2.5,0.09,0.1,low
24.2,298.0,7.01,5.0,0.25,0.35,low
64.6,189.0,6.86,4.0,0.3,0.35,medium
15.2,181.0,7.41,1.0,0.12,0.2,low
32.6,342.0,6.81,4.5,0.65,0.3,medium
41.2,412.0,6.66,4.0,0.5,0.25,medium
101.3,500.0,6.81,5.0,0.25,0.3,high
22.7,189.0,7.16,3.5,0.15,0.3,low
210.0,500.0,6.31,1.5,0.2,0.35,high
39.31,275.0,7.42,2.0,0.12,0.2,low
32.9,158.0,6.98,3.5,0.37,0.5,medium
54.0,160.0,7.52,0.5,0.45,0.5,high
79.1,400.0,6.95,4.5,0.5,0.4,medium
16.2,172.0,7.38,3.5,0.16,0.2,medium
49.5,458.0,6.52,4.0,0.35,0.35,medium
17.22,158.0,7.41,1.0,0.12,0.2,low
20.9,169.0,7.58,0.4,0.15,0.25,medium
180.0,500.0,6.79,3.5,0.2,0.35,medium
32.52,180.0,7.46,1.0,0.11,0.21,low
22.1,199.0,7.47,2.5,0.15,0.25,low
109.4,500.0,7.42,4.0,0.25,0.25,high
110.0,500.0,6.75,5.0,0.35,0.3,medium
29.1,310.0,6.91,4.0,0.45,0.4,medium
295.0,500.0,6.89,5.0,0.5,0.75,high
34.1,210.0,6.89,2.5,0.5,0.3,high
37.47,200.0,7.91,3.0,0.16,0.16,low
57.3,500.0,6.65,5.0,0.6,0.25,high
56.2,210.0,6.69,3.5,0.5,0.35,medium
31.0,420.0,6.9,5.0,0.45,0.65,high
45.5,375.0,6.98,4.5,0.25,0.35,high
22.1,200.0,7.56,2.0,0.12,0.15,low
35.0,321.0,6.89,4.5,0.6,0.75,low
14.1,130.0,7.45,0.5,0.16,0.2,low
59.1,385.0,6.51,4.5,0.45,0.35,high
156.0,500.0,7.07,4.0,0.45,0.65,high
4.1,152.0,7.52,1.0,0.12,0.15,medium
63.62,196.0,7.8,1.0,0.21,0.25,low
56.0,320.0,7.56,0.5,0.1,0.18,low
77.0,500.0,6.91,3.0,0.5,0.4,medium
32.1,179.0,7.46,0.5,0.15,0.16,low
4.0,92.0,8.63,0.8,0.55,0.75,low
36.8,389.0,6.75,4.0,0.3,0.35,medium
72.7,123.0,7.49,1.5,0.1,0.3,low
210.0,500.0,6.39,4.0,0.42,0.75,high
25.7,222.0,7.49,1.0,0.19,0.25,low
6.77,102.0,8.45,0.8,0.11,0.15,low
55.0,429.0,7.12,4.5,0.5,0.65,medium
31.6,206.0,6.82,4.0,0.5,0.3,high
31.0,460.0,7.5,3.5,0.17,0.25,low
123.0,89.0,7.12,6.5,0.65,0.35,high
84.5,500.0,6.89,3.5,0.5,0.75,low
16.0,175.0,7.12,4.0,0.4,0.55,high
41.08,300.0,7.58,2.5,0.18,0.25,low
49.0,415.0,6.89,4.5,0.42,0.6,high
18.5,221.0,7.55,2.0,0.12,0.1,low
45.6,339.0,7.29,2.5,0.42,0.75,low
49.4,285.0,7.52,4.0,0.2,0.25,medium
112.6,500.0,6.98,5.5,0.6,0.3,high
187.4,500.0,7.43,4.5,0.29,0.25,high
41.1,180.0,7.45,0.5,0.17,0.21,low
17.8,282.0,6.8,2.5,0.6,0.65,low
23.5,191.0,7.49,1.5,0.12,0.15,low
84.2,500.0,6.65,6.0,0.5,0.35,high
20.1,100.0,7.5,3.0,0.16,0.12,low
32.8,296.0,6.88,3.0,0.55,0.3,medium
49.0,180.0,7.51,1.0,0.1,0.12,low
31.1,333.0,6.99,3.5,0.4,0.7,medium
29.5,199.0,7.58,1.5,0.28,0.25,low
83.3,300.0,7.55,1.5,0.16,0.25,low
33.3,61.0,7.03,4.0,0.9,0.35,medium
48.2,395.0,6.89,4.0,0.42,0.45,high
20.3,222.0,6.98,2.5,0.65,0.3,medium
167.0,500.0,6.81,3.0,0.4,0.55,medium
87.6,500.0,6.67,3.0,0.75,0.4,medium
18.2,182.0,7.42,1.5,0.2,0.15,low
39.2,372.0,6.88,4.5,0.5,0.65,medium
498.0,500.0,6.89,4.0,0.5,0.6,medium
272.5,500.0,6.92,5.5,0.5,0.75,medium
389.0,500.0,7.02,6.0,0.4,0.6,high
63.2,394.0,7.02,7.5,0.5,0.75,high
20.1,197.0,7.2,3.5,0.4,0.75,low
112.6,500.0,6.98,5.0,0.6,0.3,high
199.0,493.0,6.29,3.5,0.4,0.65,medium
33.5,199.0,7.57,2.5,0.24,0.15,low
125.0,500.0,7.06,4.0,0.45,0.7,medium
49.3,235.0,7.47,1.0,0.15,0.2,low
80.1,398.0,6.8,2.5,0.5,0.35,high
35.1,190.0,7.38,1.0,0.2,0.12,low
69.4,500.0,7.49,4.0,0.2,0.25,medium
22.9,185.0,7.49,1.0,0.12,0.15,low
35.5,364.0,6.55,2.5,0.5,0.75,medium
135.4,300.0,7.59,4.0,0.22,0.3,high
71.1,390.0,6.73,4.0,0.72,0.4,high
280.0,500.0,6.98,5.0,0.5,0.75,medium
327.0,500.0,6.92,6.5,0.4,0.6,medium
398.9,500.0,6.52,5.0,0.65,0.35,high
492.0,500.0,7.0,6.5,0.45,0.75,high
17.2,168.0,7.23,1.5,0.15,0.25,low
89.0,500.0,6.9,2.5,0.5,0.71,high
5.31,500.0,6.9,4.5,0.52,0.75,medium
80.61,500.0,7.45,3.5,0.12,0.16,low
23.2,132.0,6.76,2.5,0.9,0.4,low
14.6,329.0,6.65,3.5,0.3,0.35,low
61.4,397.0,6.2,3.5,0.5,0.35,medium
13.6,168.0,7.5,1.5,0.08,0.1,medium
23.2,298.0,6.99,3.5,0.25,0.35,medium
58.6,320.0,7.24,4.0,0.2,0.3,high
79.1,500.0,6.81,3.5,0.25,0.35,high
39.8,286.0,7.36,2.0,0.27,0.35,high
113.0,493.0,6.49,2.0,0.2,0.35,high
51.0,45.0,6.95,4.0,0.4,0.35,high
42.1,405.0,6.6,4.5,0.25,0.35,low
35.4,192.0,7.15,3.0,0.11,0.15,low
33.6,238.0,6.65,3.0,0.65,0.4,medium
15.1,155.0,7.35,3.0,0.12,0.2,low
24.9,299.0,7.01,3.5,0.25,0.35,low
22.0,320.0,7.0,3.5,0.42,0.75,medium
98.2,400.0,7.46,0.5,0.2,0.2,low
29.2,342.0,7.1,3.5,0.42,0.45,medium
42.1,300.0,6.91,4.0,0.4,0.35,high
31.2,178.0,6.8,2.5,0.65,0.25,medium
24.1,279.0,6.33,2.0,0.5,0.75,high
23.4,236.0,6.82,3.0,0.15,0.3,low
29.5,196.0,7.47,2.0,0.24,0.15,low
19.7,325.0,6.89,5.0,0.35,0.5,medium
36.8,389.0,6.75,4.5,0.3,0.35,medium
24.6,280.0,6.98,4.0,0.15,0.3,medium
35.4,225.0,7.54,1.0,0.22,0.18,low
25.4,176.0,7.25,1.5,0.15,0.2,low
19.1,276.0,6.52,2.0,0.5,0.75,medium
189.4,500.0,7.52,3.0,0.12,0.25,high
500.0,180.0,7.56,0.5,0.1,0.12,low
57.2,48.3,7.47,3.5,0.4,0.75,medium
82.4,500.0,7.66,2.0,0.12,0.1,low
202.1,280.0,6.65,3.0,0.45,0.35,medium
55.0,429.0,7.12,6.0,0.5,0.65,high
60.1,120.0,6.91,3.0,0.4,0.35,high
188.0,500.0,6.33,4.0,0.2,0.35,high
16.9,210.0,7.08,3.0,0.75,0.35,low
55.9,251.0,7.52,4.0,0.1,0.35,high
9.6,176.0,7.48,0.25,0.95,3.0,low
381.2,500.0,6.8,3.5,0.8,0.45,high
51.4,250.0,7.6,1.5,0.21,0.25,medium
100.0,500.0,6.9,3.0,0.5,0.75,high
32.9,158.0,6.98,4.5,0.37,0.5,high
68.9,500.0,6.71,3.5,0.25,0.4,low
18.5,172.0,7.5,3.0,0.12,0.15,low
18.3,256.0,6.88,3.5,0.16,0.25,medium
39.0,392.0,7.21,4.5,0.4,0.65,high
15.2,181.0,7.41,2.0,0.12,0.2,low
40.0,500.0,6.87,4.0,0.4,0.75,high
35.2,387.0,7.09,4.5,0.45,0.75,high
19.1,185.0,7.49,1.5,0.22,0.15,medium
78.0,472.0,7.14,3.5,0.5,0.65,high
56.0,320.0,7.56,2.5,0.1,0.18,low
20.9,169.0,7.58,0.2,0.15,0.25,high
210.0,500.0,7.45,3.5,0.18,0.25,low
230.0,500.0,6.85,5.0,0.72,0.4,high
55.0,429.0,7.12,5.5,0.5,0.65,high
201.0,500.0,6.89,4.0,0.5,0.7,high
62.1,500.0,7.01,2.5,0.3,0.45,high
280.0,500.0,6.9,5.0,0.5,0.75,high
28.8,182.0,7.38,3.5,0.11,0.15,high
25.0,300.0,7.03,4.5,0.25,0.35,low
79.2,500.0,6.63,2.5,0.5,0.5,medium
75.31,500.0,7.62,0.5,0.32,0.45,high
22.1,199.0,7.47,0.5,0.15,0.25,low
109.4,500.0,7.42,1.5,0.25,0.25,high
48.9,500.0,7.52,2.0,0.17,0.25,low
19.1,319.0,6.93,3.5,0.4,0.5,low
117.1,500.0,6.79,5.5,0.7,0.35,medium
19.8,172.0,7.61,2.0,0.12,0.2,low
29.6,327.0,6.58,4.5,0.5,0.75,medium
32.2,298.0,7.5,3.5,0.22,0.3,low
51.1,390.0,6.99,5.0,0.9,0.3,high
16.9,210.0,7.08,4.0,0.75,0.35,medium
53.1,88.0,6.29,3.5,0.4,0.35,high
71.2,436.0,6.8,5.5,0.35,0.35,medium
101.4,500.0,7.44,4.0,0.15,0.25,medium
55.9,188.0,7.51,2.0,0.22,0.2,low
64.6,189.0,6.86,5.5,0.3,0.35,high
31.1,333.0,6.99,3.0,0.4,0.7,low
137.2,500.0,7.11,6.5,0.4,0.75,high
29.5,221.0,7.42,2.0,0.12,0.2,low
41.0,345.0,6.51,3.5,0.55,0.65,low
45.5,375.0,6.98,5.0,0.25,0.35,high
25.2,130.0,7.55,2.5,0.12,0.16,low
68.9,500.0,6.71,3.0,0.25,0.4,high
35.4,185.0,7.49,2.0,0.23,0.15,low
23.6,192.0,7.35,2.5,0.15,0.25,low
29.2,364.0,6.92,5.0,0.4,0.75,high
80.61,500.0,7.45,1.0,0.12,0.16,low
61.1,310.0,6.99,4.5,0.65,0.35,medium
20.6,180.0,6.52,3.0,0.2,0.3,low
47.5,429.0,6.47,2.0,0.3,0.4,medium
48.9,500.0,7.52,0.5,0.17,0.25,high
70.1,500.0,6.61,2.5,0.6,0.4,high
31.1,295.0,6.81,3.5,0.4,0.3,high
22.1,180.0,6.99,3.5,0.55,0.35,medium
110.0,500.0,7.32,6.0,0.5,0.65,high
21.6,159.0,7.38,2.5,0.12,0.2,low
59.1,385.0,6.51,2.0,0.45,0.35,medium
32.6,389.0,7.12,4.0,0.5,0.65,low
496.0,500.0,7.42,7.5,0.42,0.75,high
26.63,180.0,7.46,1.5,0.19,0.2,low
17.22,158.0,7.41,3.5,0.12,0.2,medium
19.9,210.0,7.89,2.0,0.17,0.25,low
332.0,200.0,7.35,2.5,0.1,0.16,low
500.0,180.0,7.56,1.5,0.1,0.12,low
33.0,390.0,7.1,2.5,0.25,0.35,medium
35.29,150.0,7.55,0.5,0.16,0.12,low
36.2,250.0,7.58,2.5,0.12,0.16,low
210.0,500.0,6.31,2.5,0.2,0.35,high
26.9,328.0,7.07,2.5,0.4,0.35,medium
180.0,500.0,6.59,4.0,0.5,0.65,low
26.5,199.0,7.52,2.0,0.22,0.3,low
62.1,500.0,7.01,3.0,0.3,0.45,high
15.8,225.0,7.53,1.0,0.15,0.2,high
18.9,210.0,7.18,2.5,0.15,0.3,medium
99.1,310.0,6.85,3.0,0.4,0.3,high
63.1,500.0,6.91,2.5,0.35,0.4,high
19.2,182.0,7.42,3.5,0.2,0.15,medium
107.2,500.0,7.11,5.0,0.4,0.75,medium
210.0,500.0,6.75,4.5,0.65,0.35,high
89.6,500.0,7.02,3.5,0.45,0.75,medium
37.5,186.0,7.46,2.0,0.15,0.18,low
95.4,238.0,7.53,1.0,0.19,0.25,high
22.1,300.0,7.45,2.0,0.12,0.2,low
39.31,275.0,7.42,1.0,0.12,0.2,low
22.1,165.0,7.45,1.5,0.12,0.16,low
18.9,162.0,7.43,3.0,0.12,0.2,medium
18.2,170.0,7.24,2.5,0.17,0.15,low
75.6,412.0,6.84,5.5,0.35,0.4,high
22.35,100.0,7.42,3.0,0.2,0.2,low
75.31,500.0,7.62,2.5,0.32,0.45,low
308.0,500.0,6.99,3.5,0.5,0.75,high
14.5,150.0,7.35,1.5,0.12,0.15,low
71.6,500.0,6.69,5.0,0.5,0.45,high
195.5,300.0,7.49,2.5,0.17,0.25,high
25.4,191.0,7.52,3.0,0.24,0.3,high
35.18,136.0,7.55,1.5,0.12,0.2,low
53.1,210.0,7.09,4.0,0.5,0.65,low
280.0,500.0,6.98,4.5,0.5,0.75,medium
26.2,320.0,6.85,5.0,0.15,0.3,high
22.6,238.0,6.95,2.0,0.15,0.35,medium
25.7,191.0,7.51,3.0,0.15,0.25,medium
110.0,500.0,7.32,4.0,0.5,0.65,high
47.6,325.0,6.78,3.0,0.35,0.5,low
20.1,199.0,7.52,0.35,0.45,0.5,low
53.1,490.0,6.81,3.0,0.25,0.35,high
23.4,236.0,6.82,4.0,0.15,0.3,medium
42.5,386.0,7.02,4.0,0.45,0.75,high
21.9,317.0,6.6,3.0,0.3,0.35,low
37.1,181.0,6.75,4.5,0.15,0.3,high
35.4,192.0,7.15,1.0,0.11,0.15,low
78.2,398.0,6.58,3.5,0.4,0.35,medium
58.7,492.0,6.98,4.5,0.45,0.5,medium
26.63,180.0,7.46,2.5,0.19,0.2,low
45.6,339.0,7.29,4.0,0.42,0.75,medium
33.0,390.0,7.1,4.5,0.25,0.35,high
9.1,196.0,7.48,3.0,0.22,0.25,low
52.8,500.0,6.52,3.5,0.4,0.35,medium
11.52,152.0,7.42,2.0,0.11,0.5,low
458.0,500.0,6.85,4.5,0.5,0.6,medium
20.6,180.0,6.52,4.0,0.2,0.3,medium
38.5,295.0,7.57,2.0,0.22,0.15,low
49.5,458.0,6.52,2.5,0.35,0.35,medium
79.1,350.0,6.81,3.0,0.35,0.4,high
4.4,190.0,7.56,0.8,0.12,0.15,low
44.2,338.0,7.28,4.0,0.4,0.65,low
30.1,300.0,6.9,4.0,0.5,0.5,high
32.3,201.0,7.99,3.0,0.15,0.2,medium
13.2,199.0,7.44,2.0,0.22,0.25,low
498.0,500.0,6.89,6.5,0.5,0.6,medium
21.6,159.0,7.38,1.5,0.12,0.2,low
51.0,45.0,6.95,3.5,0.4,0.35,high
211.1,410.0,6.91,5.0,0.9,0.35,high
150.0,400.0,7.56,2.0,0.12,0.23,low
61.7,500.0,6.52,4.0,0.3,0.55,medium
115.1,500.0,6.86,3.5,0.9,0.35,high
69.5,482.0,7.25,5.5,0.4,0.75,medium
15.2,158.0,7.19,2.0,0.24,0.35,medium
71.6,500.0,6.79,2.5,0.5,0.35,high
87.6,500.0,6.67,3.5,0.75,0.4,medium
418.2,500.0,6.65,7.5,0.7,0.3,medium
79.5,493.0,7.52,5.5,0.4,0.75,low
61.9,488.0,7.25,6.5,0.4,0.75,high
100.0,500.0,6.9,5.0,0.5,0.75,high
135.4,300.0,7.59,3.0,0.22,0.3,medium
28.8,182.0,7.38,3.0,0.11,0.15,medium
35.4,185.0,7.49,3.0,0.23,0.15,low
66.8,500.0,7.66,4.5,0.45,0.4,medium
48.2,188.0,7.45,2.5,0.2,0.35,low
2.1,188.0,7.55,2.0,0.12,0.16,low
19.5,199.0,7.45,2.5,0.1,0.2,low
31.5,310.0,6.81,3.0,0.4,0.35,medium
498.0,500.0,6.99,8.5,0.5,0.75,high
55.8,500.0,6.69,4.0,0.4,0.35,medium
60.1,120.0,6.91,4.5,0.4,0.35,medium
25.4,176.0,7.25,2.0,0.15,0.2,medium
49.1,427.0,6.23,3.0,0.25,0.4,medium
59.1,430.0,6.98,4.0,0.4,0.35,medium
480.0,500.0,7.56,3.0,0.15,0.25,medium
26.9,166.0,6.85,4.0,0.65,0.25,high
24.9,299.0,7.01,4.5,0.25,0.35,high
27.9,292.0,6.23,5.5,0.25,0.35,medium
210.8,500.0,6.82,4.5,0.5,0.3,medium
155.4,500.0,7.59,3.5,0.26,0.27,low
49.1,360.0,7.0,3.5,0.2,0.25,high
39.8,192.0,7.25,1.5,0.15,0.2,medium
17.8,120.0,6.9,4.5,0.22,0.35,medium
53.0,500.0,6.99,4.0,0.5,0.35,medium
42.4,190.0,7.67,2.5,0.27,0.3,medium
36.76,150.0,7.52,1.5,0.16,0.32,low
27.1,320.0,6.71,4.5,0.15,0.35,high
111.7,500.0,6.99,3.0,0.4,0.45,high
210.0,500.0,6.85,2.5,0.5,0.4,high
46.2,414.0,7.06,4.0,0.37,0.65,medium
147.9,500.0,7.48,5.5,0.29,0.4,high
84.2,500.0,6.65,6.5,0.5,0.3,high
88.1,500.0,6.69,4.5,0.65,0.35,high
19.6,182.0,7.28,1.0,0.17,0.15,low
35.5,364.0,6.55,4.5,0.5,0.75,medium
210.0,500.0,6.99,4.5,0.75,0.4,high
15.8,225.0,7.53,2.0,0.15,0.2,low
18.8,206.0,7.38,2.5,0.27,0.3,medium
67.0,484.0,6.82,4.0,0.5,0.75,low
41.0,456.0,6.98,4.0,0.5,0.65,high
49.3,235.0,7.47,3.5,0.15,0.2,high
52.8,429.0,6.79,3.5,0.7,0.35,medium
423.0,500.0,6.57,7.5,0.45,0.8,high
31.1,295.0,6.81,4.5,0.4,0.3,high
15.5,156.0,7.29,2.5,0.2,0.15,low
44.9,500.0,6.85,2.5,0.35,0.4,high
28.5,199.0,7.56,3.5,0.22,0.15,low
79.1,500.0,6.81,3.0,0.25,0.35,high
100.0,500.0,6.9,5.0,0.51,0.65,medium
8.0,135.0,7.5,1.2,0.12,0.15,low
14.3,121.0,7.49,0.5,0.15,0.2,low
29.5,199.0,7.58,2.5,0.28,0.25,low
77.0,500.0,6.91,2.0,0.5,0.4,medium
21.1,310.0,6.88,3.5,0.15,0.3,high
58.6,320.0,7.24,2.5,0.2,0.3,medium
18.9,210.0,7.18,3.0,0.15,0.3,low
480.0,500.0,7.1,6.0,0.52,0.75,medium
67.0,484.0,6.82,3.5,0.5,0.75,medium
49.5,458.0,6.52,3.0,0.35,0.35,medium
14.11,142.0,7.52,1.5,0.09,0.1,low
12.5,199.0,7.99,1.5,0.9,3.0,low
30.1,337.0,6.42,2.5,0.52,0.65,low
57.0,400.0,7.49,1.0,0.22,0.35,high
33.1,310.0,6.78,2.5,0.55,0.3,medium
44.9,500.0,6.85,4.5,0.35,0.4,high
14.21,156.0,7.54,0.8,0.09,0.1,low
15.1,155.0,7.35,1.0,0.12,0.2,low
116.0,500.0,6.78,2.5,0.5,0.3,high
43.0,397.0,7.13,4.5,0.45,0.75,low
49.1,452.0,6.68,2.0,0.45,0.6,medium
78.0,496.0,6.49,3.0,0.2,0.65,low
16.2,182.0,7.53,1.5,0.2,0.22,low
25.8,400.0,7.41,3.0,0.11,0.2,low
99.1,500.0,6.99,3.0,0.4,0.45,high
91.2,500.0,6.65,4.5,0.85,0.25,medium
280.0,500.0,6.9,3.5,0.5,0.75,high
200.0,500.0,6.32,2.5,0.2,0.35,high
32.9,158.0,6.98,2.5,0.37,0.5,high
61.9,488.0,7.25,5.0,0.4,0.75,medium
27.8,159.0,7.49,3.5,0.24,0.15,high
88.1,500.0,6.69,3.0,0.65,0.35,high
16.0,196.0,7.56,0.5,0.12,0.15,high
49.1,452.0,6.68,3.5,0.45,0.6,low
11.0,180.0,7.41,3.0,0.24,0.25,low
65.4,395.0,7.49,1.5,0.12,0.25,high
27.1,199.0,7.55,2.5,0.22,0.2,low
20.5,185.0,7.52,0.5,0.11,0.15,low
19.6,182.0,7.28,3.0,0.17,0.15,medium
29.2,364.0,6.92,4.0,0.4,0.75,medium
112.6,500.0,6.82,3.0,0.75,0.35,high
17.93,199.0,7.55,2.5,0.15,0.2,low
213.0,500.0,7.03,5.5,0.45,0.7,medium
67.8,420.0,6.91,2.5,0.4,0.35,high
23.5,238.0,7.53,0.5,0.11,0.15,low
480.0,500.0,7.56,3.5,0.15,0.25,medium
27.5,309.0,7.05,3.5,0.3,0.65,medium
21.6,152.0,7.55,1.5,0.25,0.15,low
16.2,182.0,7.53,1.0,0.2,0.22,low
34.8,386.0,6.72,6.0,0.65,0.3,high
282.0,500.0,6.71,7.5,0.5,0.5,medium
22.21,192.0,7.52,3.0,0.11,0.15,low
200.0,500.0,6.32,4.0,0.2,0.35,high
19.5,176.0,7.42,3.0,0.11,0.15,medium
89.6,396.0,6.82,3.0,0.5,0.4,medium
172.1,458.0,6.91,7.0,0.4,0.4,high
295.0,500.0,6.89,3.5,0.5,0.75,high
8.0,135.0,7.5,1.0,0.12,0.15,low
21.6,179.0,7.43,2.5,0.12,0.15,medium
79.0,500.0,6.99,5.0,0.5,0.65,medium
14.3,121.0,7.49,0.25,0.15,0.2,low
20.1,199.0,7.52,0.2,0.45,0.5,low
99.6,500.0,6.88,4.5,0.75,0.4,medium
34.2,285.0,6.72,4.5,0.15,0.35,medium
210.0,500.0,6.85,4.0,0.5,0.4,high
17.4,176.0,7.48,3.0,0.2,0.23,medium
110.0,500.0,6.99,4.0,0.5,0.65,high
310.0,500.0,6.28,4.0,0.45,0.75,high
48.61,298.0,7.48,3.5,0.52,0.6,low
102.6,500.0,6.95,3.0,0.55,0.25,high
50.8,500.0,6.2,6.0,0.35,0.75,high
72.7,123.0,7.49,2.0,0.1,0.3,medium
75.6,412.0,6.84,4.0,0.35,0.4,medium
61.4,121.0,7.47,2.0,0.15,0.2,medium
49.1,390.0,6.75,3.0,0.35,0.45,medium
31.1,333.0,6.99,4.5,0.4,0.7,high
19.5,199.0,7.45,3.0,0.1,0.2,low
352.0,500.0,6.98,6.0,0.45,0.7,medium
16.8,210.0,7.48,0.5,0.27,0.3,low
153.0,498.0,6.4,2.5,0.42,0.75,high
6.9,162.0,7.51,3.0,0.12,0.15,low
52.1,390.0,6.81,3.0,0.85,0.25,high
34.2,285.0,6.72,2.5,0.15,0.35,high
25.0,200.0,7.3,1.5,0.17,0.5,low
25.4,185.0,7.74,1.5,0.12,0.15,low
62.2,188.0,6.82,4.0,0.4,0.25,medium
45.4,500.0,7.51,3.5,0.28,0.35,low
98.2,400.0,7.46,1.0,0.2,0.2,low
18.5,172.0,7.5,2.0,0.12,0.15,low
41.7,155.0,7.45,1.0,0.25,0.2,medium
10.0,150.0,7.55,1.0,0.08,0.1,low
20.3,180.0,7.12,2.5,0.15,0.25,high
70.3,500.0,7.52,1.0,0.19,0.25,medium
72.5,472.0,7.14,2.5,0.5,0.65,high
22.51,225.0,7.56,0.2,0.9,2.0,medium
10.0,150.0,7.55,2.0,0.08,0.1,low
79.6,493.0,7.32,3.5,0.45,0.75,high
41.08,300.0,7.58,1.5,0.18,0.25,medium
11.38,150.0,7.32,2.0,0.11,0.5,low
32.1,200.0,7.01,4.0,0.2,0.65,medium
47.6,325.0,6.78,2.5,0.35,0.5,medium
23.5,191.0,7.49,2.5,0.12,0.15,low
26.2,320.0,6.85,3.5,0.15,0.3,medium
210.0,500.0,7.45,1.5,0.18,0.25,low
69.2,258.0,6.75,2.5,0.5,0.35,medium
14.0,195.0,7.59,3.0,0.17,0.25,low
15.2,158.0,7.19,4.0,0.24,0.35,medium
42.1,300.0,6.91,2.5,0.4,0.35,high
18.1,294.0,6.35,4.5,0.5,0.75,medium
38.9,342.0,6.81,3.0,0.7,0.65,medium
